"id" "x" "y" "phenotype1" "envi" "group" "infinal" "pca_ALL_PC1_scores" "pca_ALL_PC2_scores" "pca_PRUNED_PC1_scores" "pca_PRUNED_PC2_scores" "simID"
0 0.0361742 0.707854 -0.355188 -1.19276 1 TRUE 0.00656145759669627 0.0124931354429426 -0.00836818489588268 0.0399225048679286 "10944"
1 0.280135 0.00329371 -0.29917 -0.80632 2 TRUE 0.00471302518968389 -0.0415165753802167 -0.0150322687940071 0.00806105493780398 "10944"
2 0.974975 0.722904 0.129659 -1.26259 3 TRUE 0.0508261342648011 0.0204973972312776 -0.0292200577703206 0.0387183700878353 "10944"
3 0.112416 0.0526003 -0.977195 -1.2285 4 TRUE 0.00366952749663854 0.0244383017854663 0.0165485555789395 -0.00192323515277174 "10944"
4 0.0311322 0.990805 0.517944 -1.56754 5 TRUE 0.0521595063351421 0.0431578244731269 -0.0399878058455476 -0.0167351882303598 "10944"
5 0.643399 0.990444 -0.167345 0.09594 6 TRUE -0.0405409759812814 0.0147444585146348 -0.0229562629452234 0.00425135721619257 "10944"
6 0.627056 0.734261 -0.319687 0.10288 7 TRUE 0.0526374749422268 -0.0266243919343621 -0.0270604655106416 0.0212438044034922 "10944"
7 0.665626 0.968462 0.764301 0.0466053 6 TRUE -0.0395007758834954 -0.0356083164319072 -0.0303968049906685 -0.0196269410518575 "10944"
8 0.651896 0.732941 -1.17011 0.0261165 7 TRUE -0.0361090339667875 -0.0911853314753814 0.0260908200189725 -0.0317754938449071 "10944"
9 0.164924 0.911122 -0.804392 -0.201382 8 TRUE -0.0339480173209347 -0.0469810383451409 -0.0211142926226255 0.0376487357767987 "10944"
10 0.890582 0.0163095 -0.381152 -0.27267 9 TRUE 0.00744293124558757 -0.0362033108752153 -0.0181002952120859 0.0117625725024724 "10944"
11 0.652502 0.457179 -0.897325 0.760574 10 TRUE 0.00411846411262839 -0.0432882164552912 0.00910851616351421 0.0220801693130526 "10944"
12 0.537885 0.98961 0.228431 0.273556 11 TRUE -0.0408264237533069 -0.0359722949931686 -0.0343752470763778 -0.0193799043039982 "10944"
13 0.595864 0.196627 0.95904 1.01732 12 TRUE 0.00861596582050481 0.0208014280982245 -0.0194379472003099 0.0254626650023327 "10944"
14 0.937479 0.928763 -0.917664 -1.68764 13 TRUE -0.0321962300477649 -0.045862478133598 0.0529764278831618 0.00429863323195851 "10944"
15 0.171663 0.925216 -0.416831 -0.158715 8 TRUE -0.0363361087689501 -0.0409126925044987 0.00754557600828689 0.00854342376215821 "10944"
16 0.281572 0.361524 0.498012 0.0680384 14 TRUE -0.000869150494139541 0.029499193819083 -0.0374509624884163 -0.0304778540728415 "10944"
17 0.438755 0.848372 0.394673 0.464487 15 TRUE 0.00494105454435342 0.0366595775552181 -0.0475950834618651 -0.0114907004642448 "10944"
18 0.352176 0.00957076 -0.936073 0.0441971 16 TRUE 0.0470096737649344 -0.0148526479037312 0.0217945570540152 0.0211280995744242 "10944"
19 0.191527 0.646313 -0.350958 -0.257216 17 TRUE 0.0453488157457456 -0.041613314095878 0.0120224439448349 -0.00258076873815153 "10944"
20 0.488767 0.530052 0.539708 1.16306 18 TRUE 0.00651235038278923 -0.0189976878213384 -0.0260901429470526 -0.0434238388612775 "10944"
21 0.131516 0.924976 -1.18094 -0.524893 19 TRUE -0.0379675793761024 0.0167256535972533 0.00403188809502615 -0.0203407601841056 "10944"
22 0.0715339 0.482715 -1.17905 -1.56677 20 TRUE -0.036954688455977 -0.0201407544504554 0.0443469697595241 -0.0110223746081902 "10944"
23 0.383191 0.212925 0.776855 0.738856 21 TRUE -0.0396432534518906 0.0340297762317206 -0.0306865190674969 0.00480761902770467 "10944"
24 0.539347 0.993204 0.148218 0.270138 11 TRUE 0.0503828306030851 -0.0173460343852273 -0.0302985461942581 -0.036900666110947 "10944"
25 0.0622889 0.326368 0.190666 -1.03654 22 TRUE -0.0417836677828153 0.0115220253352272 0.0156879722148395 0.027079673805853 "10944"
26 0.795503 0.878381 -0.381152 -0.528249 23 TRUE -0.0361354202156166 -0.0436947118814278 0.0123509187828135 0.0165970772257982 "10944"
27 0.876813 0.457058 0.16092 -0.342094 24 TRUE 0.00647921202620766 -0.0229862598344805 -0.0402357690406684 0.0489731909155651 "10944"
28 0.424281 0.00785324 0.544397 0.863588 25 TRUE -0.033580495290493 -0.0834980545510452 -0.0164821406225716 0.00816993623935598 "10944"
29 0.426157 0.0191375 0.552933 0.888518 25 TRUE 0.00475457690954467 -0.0270342817621989 -0.0196892088846294 0.0182713710780085 "10944"
30 0.485476 0.540662 1.10703 1.10863 18 TRUE 0.00869618317871311 -0.0772185551407877 -0.0297206855272486 -0.00344205742100086 "10944"
31 0.678648 0.546152 0.00615728 0.520568 26 TRUE 0.0494966037921011 0.0182479999454527 -0.01405861972139 0.0100234152092981 "10944"
32 0.646829 0.44141 -0.118511 0.780129 10 TRUE -0.0325118729961503 -0.026077166248117 -0.0261517881430879 -0.0260643542834628 "10944"
33 0.274414 0.33982 -0.204234 0.100417 14 TRUE -0.0349699615549509 -0.0696266015765745 -0.00271539699719002 0.0184691847815255 "10944"
34 0.797327 0.00540752 0.217755 0.394964 27 TRUE 0.0496776225749846 0.0250396977979342 -0.00744872198396138 -0.00834805218771606 "10944"
35 0.854646 0.652166 0.183926 -0.552432 28 TRUE 0.00290813225689716 0.0257553558004001 -0.0375027655974154 0.00372183374539077 "10944"
36 0.635523 0.456318 -0.303514 0.823481 10 TRUE -0.0387307291774198 0.014650147727422 -0.00462686611588776 0.0175438318103057 "10944"
37 0.62358 0.418103 -0.967666 0.861986 10 TRUE 0.00599397669769518 -0.0273497004088293 0.0157638677388908 -0.0143777508636897 "10944"
38 0.930719 0.215326 -0.678351 -0.94043 29 TRUE 0.00287744981621013 0.0260014097301803 0.0135381279147033 0.013960174033227 "10944"
39 0.633067 0.440811 0.341026 0.830598 10 TRUE -0.0384785898024051 0.0188419551174628 -0.00526536975092885 -0.0117527190879823 "10944"
40 0.00275473 0.967578 0.202786 -1.78727 5 TRUE 0.00294319691504936 0.0352831603016854 -0.00156141630590802 0.012087831520124 "10944"
41 0.654669 0.766908 -0.144045 -0.0290102 7 TRUE 0.00548450262238341 0.0154038175808721 -0.00364249117664741 0.0386898565243281 "10944"
42 0.472687 0.554574 -1.09126 0.990783 18 TRUE -0.0428767715762274 0.0127719807864797 0.0168045461622706 -0.0032100310178248 "10944"
43 0.292187 0.362735 0.147133 0.123422 14 TRUE 0.00576260884954722 0.0320215694824923 -0.0343280332030913 0.00233157388915992 "10944"
44 0.799659 0.874614 0.54601 -0.557811 23 TRUE 0.0495109493182222 -0.0276482273710172 -0.0158698903051139 -0.0214452643367312 "10944"
45 0.858662 0.348258 -1.53983 -0.34012 30 TRUE 0.0111315291973882 -0.000591040566964171 0.0377696286221054 0.0190621357410164 "10944"
46 0.629021 0.753253 0.83381 0.0466147 7 TRUE -0.0388660423528582 0.0236799033086396 -0.0321841437873692 -0.0719756473555297 "10944"
47 0.367648 0.939695 0.315015 0.458108 31 TRUE 0.0100336176707574 -0.0722168795486917 -0.0408820636374122 0.0259773249286012 "10944"
48 0.770386 0.874994 -0.0377473 -0.351924 23 TRUE 0.0075951816933527 -0.0295236271856881 -0.0330295043182127 0.0688878024443601 "10944"
49 0.628762 0.429313 -0.0440745 0.844806 10 TRUE -0.0389067876984607 0.0228637064958525 -0.0116133822719601 -0.00304030409715635 "10944"
50 0.289399 0.352839 -0.352586 0.138294 14 TRUE 0.00328788560823919 0.0238134971089529 -0.0249926631341347 -0.0300643607558599 "10944"
51 0.065454 0.318347 -0.608089 -0.988789 22 TRUE -0.0348376349510907 0.022371838738006 -0.0214012767334095 -7.38762709486217e-05 "10944"
52 0.777423 0.847841 -1.03858 -0.414712 23 TRUE 0.00461357620373036 0.00252996140058782 0.0136861477369041 -0.0103253838848158 "10944"
53 0.650476 0.972273 -0.942705 0.0759141 6 TRUE 0.0472799750209371 0.00242177538537662 0.0512227285675987 0.0256237401628997 "10944"
54 0.531766 0.998471 0.633969 0.2811 11 TRUE -0.0391724948923352 0.023204061973368 -0.034836947875169 -0.0715525954654916 "10944"
55 0.930078 0.223988 -0.608089 -0.952235 29 TRUE 0.00369651424138579 0.023678374388999 0.0210251517272183 0.0196471878841787 "10944"
56 0.00690825 0.707943 0.60604 -1.42401 1 TRUE 0.0025508011519265 0.0362473221877517 -0.028050854420253 -0.00665325862865035 "10944"
