"group" "id" "x" "y" "phenotype1" "envi" "group_env" "new_group"
"881" 32 387 0.40775 0.991295 1.05065 0.259038 0.3 28
"13" 1 388 0.589076 0.736905 1.27806 0.795979 0.8 34
"578" 21 389 0.636181 0.141416 1.00721 0.891462 0.9 36
"254" 8 390 0.572298 0.895871 -0.601982 0.337968 0.3 24
"490" 17 391 0.00759886 0.0385106 -0.693799 -0.59426 -0.6 6
"595" 22 392 0.983257 0.121416 0.52878 -0.739707 -0.7 3
"262" 8 393 0.608674 0.898614 0.72472 0.235481 0.3 24
"970" 36 394 0.545476 0.268544 -0.366962 0.944073 1 38
"33" 2 395 0.520848 0.611812 0.518519 0.996712 1 37
"627" 24 396 0.191927 0.213381 -0.738856 -0.717633 -0.8 2
"617" 24 397 0.20405 0.209367 -0.388966 -0.721568 -0.8 2
"412" 13 398 0.847838 0.433789 1.35687 0.089347 0.1 20
"592" 22 399 0.981332 0.144953 -0.384247 -0.64175 -0.7 3
"650" 24 400 0.198077 0.207963 -1.032 -0.708713 -0.8 2
"120" 4 401 0.828502 0.233795 -0.552711 0.277509 0.3 23
"57" 3 402 0.47234 0.0114579 1.18226 1.66618 1.6 39
"736" 27 403 0.931246 0.786661 -0.899656 -0.713948 -0.7 4
"963" 36 404 0.514765 0.273015 0.749131 0.998471 1 38
"122" 4 405 0.839001 0.223359 0.631957 0.214339 0.3 23
"942" 35 406 0.132646 0.825478 0.30122 -0.446624 -0.5 10
"30" 2 407 0.494511 0.611503 0.625736 1.02311 1 37
"915" 34 408 0.975814 0.582192 -0.344 -0.750156 -0.7 5
"939" 35 409 0.103288 0.81479 0.174859 -0.605836 -0.5 10
"891" 33 410 0.133592 0.637667 0.158002 -0.375186 -0.4 14
"890" 33 411 0.13491 0.638671 0.599692 -0.372269 -0.4 14
"389" 12 412 0.763406 0.00905536 -0.129842 0.219809 0.3 25
"295" 9 413 0.424466 0.40259 5.9244 0.704904 0.7 32
"600" 22 414 0.989645 0.120395 0.518981 -0.775969 -0.7 3
"501" 18 415 0.0402193 0.758223 -0.0670888 -1.12771 -1.1 1
"934" 34 416 0.958965 0.575215 -0.0963768 -0.643676 -0.7 5
"879" 32 417 0.404909 0.998363 -0.55512 0.250823 0.3 28
"536" 20 418 0.857883 0.801382 -0.0657232 -0.298241 -0.3 16
"123" 4 419 0.821026 0.225877 -0.497017 0.290374 0.3 23
"466" 16 420 0.30854 0.50599 0.553819 0.539918 0.4 30
"211" 6 421 0.941793 0.967292 -0.0848763 -0.394712 -0.4 13
"568" 21 422 0.678571 0.12347 0.21466 0.735475 0.9 36
"237" 7 423 0.26146 0.00573496 0.453569 0.199264 0.2 21
"186" 6 424 0.93496 0.976505 0.274598 -0.377958 -0.4 13
"803" 30 425 0.904911 0.022409 0.890745 -0.63143 -0.6 7
"711" 26 426 0.76064 0.986708 0.0658958 -0.484141 -0.5 9
"726" 27 427 0.931833 0.775694 -0.64337 -0.736885 -0.7 4
"511" 19 428 0.0271127 0.159419 -0.384015 -0.498834 -0.5 8
"853" 31 429 0.610045 0.486331 0.832912 0.844165 0.8 35
"425" 14 430 0.360875 0.249677 -0.807211 -0.0853621 -0.2 17
"11" 1 431 0.601927 0.712547 -0.497017 0.78099 0.8 34
"379" 12 432 0.751435 0.0068731 0.161837 0.292414 0.3 25
"929" 34 433 0.976893 0.578073 -0.583133 -0.747759 -0.7 5
"928" 34 434 0.985231 0.578259 -0.163744 -0.794063 -0.7 5
"144" 5 435 0.0145702 0.317267 -0.209795 -0.419652 -0.4 12
"136" 4 436 0.818642 0.214945 0.121187 0.278178 0.3 23
"75" 3 437 0.458839 0.0262985 1.26766 1.51583 1.6 39
"178" 6 438 0.961367 0.972894 -0.382911 -0.377638 -0.4 13
"334" 10 439 0.197402 0.995537 0.324807 0.209884 0.2 22
"901" 33 440 0.121061 0.642147 0.0248115 -0.44168 -0.4 14
"232" 7 441 0.262516 0.00532677 -0.44583 0.208505 0.2 21
"437" 14 442 0.346813 0.248654 -0.00823378 -0.192551 -0.2 17
"529" 19 443 0.00883369 0.139424 1.09077 -0.509731 -0.5 8
"45" 2 444 0.499525 0.60969 1.20182 1.04165 1 37
"547" 20 445 0.858009 0.796841 0.380088 -0.296087 -0.3 16
"436" 14 446 0.338782 0.258556 -0.129842 -0.230892 -0.2 17
"73" 3 447 0.472244 0.0161927 1.41085 1.64824 1.6 39
"22" 2 448 0.503907 0.580406 0.0659684 1.05232 1 37
"463" 16 449 0.285528 0.468884 0.593104 0.33678 0.4 30
"48" 2 450 0.511207 0.603087 -0.194166 1.02275 1 37
"814" 31 451 0.620938 0.505132 1.12688 0.816838 0.8 35
"695" 26 452 0.752281 0.978363 0.488765 -0.456248 -0.5 9
"778" 29 453 0.89711 0.484708 -0.364862 -0.187168 -0.2 19
"676" 25 454 0.0123961 0.973637 0.0083835 -0.22085 -0.2 18
"883" 32 455 0.428303 0.990969 -0.211451 0.254844 0.3 28
"569" 21 456 0.62874 0.12843 0.470623 0.933472 0.9 36
"168" 5 457 0.0147867 0.326096 -1.19618 -0.417997 -0.4 12
"439" 15 458 0.352995 0.802373 0.719687 0.330232 0.3 26
"324" 10 459 0.223554 0.980023 0.544229 0.225754 0.2 22
"994" 38 460 0.742532 0.368053 0.501902 0.570762 0.6 31
"155" 5 461 0.0111238 0.323889 -0.186204 -0.416123 -0.4 12
"777" 29 462 0.896822 0.477474 -0.068259 -0.178186 -0.2 19
"309" 9 463 0.419264 0.406414 5.99738 0.687164 0.7 32
"257" 8 464 0.600792 0.893616 0.621897 0.272959 0.3 24
"356" 11 465 0.0329304 0.500504 -0.401532 -0.325222 -0.3 15
"599" 22 466 0.987853 0.11733 0.598055 -0.778583 -0.7 3
"119" 4 467 0.825765 0.232951 0.618993 0.286278 0.3 23
"242" 7 468 0.263602 0.0659313 0.541917 -0.0497012 0.2 21
"586" 21 469 0.631991 0.128171 0.941932 0.920777 0.9 36
"444" 15 470 0.340278 0.799899 0.0088195 0.28963 0.3 26
"15" 1 471 0.597432 0.705365 0.172777 0.792694 0.8 34
"191" 6 472 0.941962 0.964759 -0.347809 -0.400043 -0.4 13
"821" 31 473 0.637597 0.514 1.20481 0.774091 0.8 35
"391" 12 474 0.746933 0.00226581 1.09204 0.315457 0.3 25
"471" 16 475 0.269473 0.516717 -0.181029 0.405668 0.4 30
"512" 19 476 0.0308308 0.169739 -0.496785 -0.496496 -0.5 8
"962" 36 477 0.531545 0.288854 -0.359204 0.973846 1 38
"559" 21 478 0.666953 0.120378 0.618146 0.784025 0.9 36
"69" 3 479 0.450255 0.0147404 1.66877 1.4977 1.6 39
"80" 3 480 0.436339 0.00708251 0.583305 1.42798 1.6 39
"993" 38 481 0.743585 0.353459 0.243214 0.573647 0.6 31
"809" 30 482 0.876969 0.00398253 -0.326947 -0.507794 -0.6 7
"570" 21 483 0.629916 0.134572 0.311848 0.922214 0.9 36
"686" 25 484 0.00934445 0.97883 -0.122085 -0.201663 -0.2 18
"781" 29 485 0.896698 0.482042 0.247729 -0.182402 -0.2 19
"847" 31 486 0.621487 0.497152 0.0812482 0.817274 0.8 35
"303" 9 487 0.414533 0.414891 5.19335 0.682139 0.7 32
"825" 31 488 0.648109 0.511759 0.73114 0.749751 0.8 35
"563" 21 489 0.633256 0.127303 1.23064 0.916598 0.9 36
"926" 34 490 0.96801 0.566171 -0.830058 -0.675552 -0.7 5
"18" 2 491 0.516585 0.614262 1.10865 1.00457 1 37
"109" 4 492 0.822457 0.223583 0.678791 0.280146 0.3 23
"900" 33 493 0.129344 0.637864 1.45576 -0.393967 -0.4 14
"593" 22 494 0.985941 0.143475 -0.561341 -0.669519 -0.7 3
"150" 5 495 0.0269763 0.330211 0.412849 -0.42321 -0.4 12
"977" 36 496 0.536926 0.272438 -0.00227195 0.959846 1 38
"258" 8 497 0.607753 0.897043 0.593104 0.243315 0.3 24
"797" 30 498 0.893942 0.0139417 -0.100293 -0.587682 -0.6 7
"640" 24 499 0.20587 0.246401 -0.825639 -0.852785 -0.8 2
"776" 29 500 0.895436 0.474087 -0.0993003 -0.168086 -0.2 19
"635" 24 501 0.201 0.222373 0.454862 -0.7612 -0.8 2
"892" 33 502 0.145331 0.637849 -0.462883 -0.325275 -0.4 14
"718" 27 503 0.944203 0.785923 -0.078891 -0.790607 -0.7 4
"465" 16 504 0.315432 0.508395 0.755244 0.556656 0.4 30
"126" 4 505 0.811581 0.225142 0.41399 0.326034 0.3 23
"774" 28 506 0.47592 0.798957 0.231111 0.733278 0.7 33
"455" 16 507 0.283378 0.466768 0.174645 0.319197 0.4 30
"252" 8 508 0.602697 0.892883 0.315969 0.270645 0.3 24
"727" 27 509 0.937251 0.778657 -0.636551 -0.764398 -0.7 4
"329" 10 510 0.222037 0.974842 0.48011 0.21265 0.2 22
"290" 9 511 0.41962 0.40751 1.03899 0.691048 0.7 32
"613" 23 512 0.780514 0.726836 -0.267581 0.282323 0.3 27
"78" 3 513 0.458639 0.00239614 -0.156165 1.60273 1.6 39
"434" 14 514 0.349452 0.269314 0.958642 -0.111782 -0.2 17
"317" 9 515 0.423229 0.400891 5.88983 0.695632 0.7 32
"860" 32 516 0.407196 0.968362 -0.68085 0.288899 0.3 28
"21" 2 517 0.511648 0.60576 -0.417917 1.02022 1 37
"253" 8 518 0.590874 0.910932 -0.789219 0.239244 0.3 24
"961" 36 519 0.509595 0.282957 0.0380676 1.01092 1 38
"105" 4 520 0.818546 0.229162 0.107072 0.306575 0.3 23
"268" 8 521 0.596029 0.91715 0.120964 0.204402 0.3 24
"338" 10 522 0.205263 0.997596 -0.344231 0.228162 0.2 22
"502" 18 523 0.048188 0.757842 -0.875229 -1.08917 -1.1 1
"905" 33 524 0.138988 0.630269 -0.788987 -0.332078 -0.4 14
"470" 16 525 0.273436 0.519397 0.420103 0.412977 0.4 30
"273" 8 526 0.586449 0.908601 1.02792 0.258741 0.3 24
"980" 37 527 0.0673269 0.00910188 -0.273891 -0.44086 -0.5 11
"208" 6 528 0.929758 0.970767 0.237101 -0.389807 -0.4 13
"238" 7 529 0.262164 0.0074165 -0.97325 0.196846 0.2 21
"785" 29 530 0.887678 0.48854 0.654687 -0.146116 -0.2 19
"76" 3 531 0.473453 0.0219011 1.52558 1.63602 1.6 39
"27" 2 532 0.514636 0.606456 0.98884 1.01329 1 37
"129" 4 533 0.814692 0.224661 -0.160264 0.312878 0.3 23
"483" 17 534 0.007571 0.0283335 -0.496785 -0.602838 -0.6 6
"534" 20 535 0.869273 0.794982 -0.337181 -0.357121 -0.3 16
"846" 31 536 0.62811 0.507161 0.0879192 0.798962 0.8 35
"542" 20 537 0.868382 0.796556 -0.0848763 -0.352649 -0.3 16
"974" 36 538 0.509771 0.279555 0.047346 1.00942 1 38
"938" 35 539 0.115883 0.805674 0.250033 -0.583402 -0.5 10
"596" 22 540 0.977785 0.136681 -0.339049 -0.655382 -0.7 3
"861" 32 541 0.421009 0.947515 0.421629 0.323748 0.3 28
"968" 36 542 0.52916 0.280745 0.307109 0.975734 1 38
"690" 26 543 0.711862 0.992705 1.90473 -0.402167 -0.5 9
"201" 6 544 0.965689 0.976637 -0.364862 -0.36568 -0.4 13
"545" 20 545 0.868149 0.797163 -0.417917 -0.35155 -0.3 16
"717" 27 546 0.936858 0.784211 -0.778871 -0.751222 -0.7 4
"313" 9 547 0.434877 0.409518 0.0447429 0.767275 0.7 32
"1000" 39 548 0.794368 0.556322 0.605812 0.267316 0.3 29
"381" 12 549 0.763432 0.0300605 -0.738856 0.248385 0.3 25
"998" 39 550 0.792665 0.561303 0.236896 0.274139 0.3 29
"496" 18 551 0.0340344 0.764927 -0.791513 -1.12834 -1.1 1
"221" 6 552 0.931511 0.986085 0.696076 -0.362329 -0.4 13
"870" 32 553 0.416386 0.994322 -0.143211 0.252615 0.3 28
"339" 10 554 0.229121 0.976573 -0.0899824 0.230311 0.2 22
"32" 2 555 0.513969 0.616929 0.673533 1.00871 1 37
"64" 3 556 0.479498 0.026677 1.62713 1.66172 1.6 39
"447" 15 557 0.346374 0.799011 -0.118381 0.309629 0.3 26
"723" 27 558 0.936312 0.786259 1.18752 -0.744065 -0.7 4
"491" 18 559 0.0406293 0.768866 0.676923 -1.07807 -1.1 1
"37" 2 560 0.462024 0.621822 -1.07201 0.901923 1 37
"765" 28 561 0.483409 0.796588 0.585412 0.764124 0.7 33
"157" 5 562 0.00672905 0.32961 -0.123953 -0.413157 -0.4 12
"392" 12 563 0.743839 0.00459167 0.402818 0.337812 0.3 25
"682" 25 564 0.0211162 0.978812 -0.112789 -0.178385 -0.2 18
"166" 5 565 0.0132329 0.328234 0.264782 -0.416715 -0.4 12
"775" 29 566 0.90627 0.478498 -0.206808 -0.223983 -0.2 19
"997" 38 567 0.715717 0.379833 0.519187 0.62178 0.6 31
"606" 23 568 0.786174 0.732414 0.247729 0.241724 0.3 27
"941" 35 569 0.112507 0.830145 -0.254008 -0.513236 -0.5 10
"464" 16 570 0.321203 0.503376 -0.273034 0.581264 0.4 30
"162" 5 571 0.0174757 0.32348 -0.717288 -0.420273 -0.4 12
"783" 29 572 0.90139 0.483353 -0.364862 -0.206099 -0.2 19
"973" 36 573 0.536619 0.300946 -0.268941 0.968056 1 38
"986" 37 574 0.0548064 0.000569059 -0.457226 -0.476543 -0.5 11
"110" 4 575 0.79205 0.231384 0.264782 0.413297 0.3 23
"733" 27 576 0.93237 0.761461 -0.796156 -0.765787 -0.7 4
"541" 20 577 0.875442 0.807365 0.599923 -0.391853 -0.3 16
"840" 31 578 0.635126 0.497914 -0.325256 0.784532 0.8 35
"957" 36 579 0.531981 0.289308 -0.692245 0.973196 1 38
"669" 25 580 0.0335466 0.967898 0.0463794 -0.203568 -0.2 18
"153" 5 581 0.00258823 0.295279 1.23838 -0.40894 -0.4 12
"858" 32 582 0.422772 0.967272 -0.0109588 0.293529 0.3 28
"400" 13 583 0.841005 0.417084 0.169297 0.13345 0.1 20
"294" 9 584 0.438349 0.417078 1.556 0.795883 0.7 32
"597" 22 585 0.98257 0.138838 -0.510154 -0.6707 -0.7 3
"247" 7 586 0.262257 0.00707382 -0.922063 0.199006 0.2 21
"267" 8 587 0.611351 0.899372 0.632895 0.225958 0.3 24
"200" 6 588 0.965152 0.973444 -0.400864 -0.375041 -0.4 13
"185" 6 589 0.948117 0.968029 1.30303 -0.392455 -0.4 13
"685" 25 590 0.0133395 0.994206 -0.4013 -0.119184 -0.2 18
"179" 6 591 0.92467 0.986359 0.00819422 -0.366687 -0.4 13
"418" 14 592 0.364867 0.253272 -0.561777 -0.0449753 -0.2 17
"944" 35 593 0.143339 0.826028 0.296064 -0.400974 -0.5 10
"35" 2 594 0.52116 0.608711 0.526944 0.997778 1 37
"203" 6 595 0.93708 0.98526 1.50199 -0.360047 -0.4 13
"525" 19 596 0.0116111 0.144698 1.42633 -0.505377 -0.5 8
"316" 9 597 0.414128 0.403839 0.794097 0.657134 0.7 32
"732" 27 598 0.930076 0.782895 -0.398996 -0.713667 -0.7 4
"535" 20 599 0.854356 0.797788 -0.251891 -0.276839 -0.3 16
"524" 19 600 0.010271 0.127305 -0.164617 -0.518947 -0.5 8
"192" 6 601 0.93302 0.968028 -0.00414008 -0.394138 -0.4 13
"684" 25 602 0.0155931 0.983984 -0.198083 -0.164433 -0.2 18
"887" 32 603 0.418473 0.967838 0.434852 0.291791 0.3 28
"138" 4 604 0.816523 0.219347 0.224137 0.295321 0.3 23
"141" 4 605 0.813683 0.225262 0.225929 0.318003 0.3 23
"320" 9 606 0.411576 0.408906 0.365339 0.655625 0.7 32
"209" 6 607 0.968815 0.972085 -0.0657232 -0.378042 -0.4 13
"561" 21 608 0.63202 0.0960224 -0.1825 0.953757 0.9 36
"124" 4 609 0.824842 0.227673 0.676923 0.279066 0.3 23
"693" 26 610 0.755099 0.976901 0.546867 -0.449183 -0.5 9
"753" 28 611 0.452518 0.802692 -0.286226 0.648825 0.7 33
"224" 7 612 0.251901 0.00608115 0.940732 0.130292 0.2 21
"790" 29 613 0.891459 0.477181 0.210956 -0.152526 -0.2 19
"26" 2 614 0.515561 0.612025 1.39851 1.00808 1 37
"739" 27 615 0.929863 0.783526 -0.812773 -0.711324 -0.7 4
"768" 28 616 0.451363 0.801636 0.741042 0.647343 0.7 33
"12" 1 617 0.596671 0.71283 -0.364862 0.791185 0.8 34
"516" 19 618 0.00523953 0.133749 0.614467 -0.51529 -0.5 8
"678" 25 619 0.00434709 0.973897 0.617002 -0.236114 -0.2 18
"3" 1 620 0.585129 0.715012 0.00734912 0.812884 0.8 34
"308" 9 621 0.418234 0.412413 5.64825 0.694285 0.7 32
"325" 10 622 0.202024 0.978786 -0.704953 0.180623 0.2 22
"930" 34 623 0.967083 0.569125 -0.0170719 -0.6763 -0.7 5
"261" 8 624 0.599473 0.901565 -0.219563 0.24894 0.3 24
"417" 14 625 0.340526 0.242142 -0.0190667 -0.215539 -0.2 17
"495" 18 626 0.041737 0.751731 0.586786 -1.14897 -1.1 1
"882" 32 627 0.428205 0.971412 -0.322432 0.2877 0.3 28
"24" 2 628 0.485003 0.612678 1.13149 0.989238 1 37
"654" 24 629 0.206921 0.216524 -0.310098 -0.750554 -0.8 2
"248" 8 630 0.614008 0.884356 0.572146 0.271844 0.3 24
"182" 6 631 0.933082 0.974098 0.260063 -0.383071 -0.4 13
"759" 28 632 0.471059 0.817089 0.61654 0.672796 0.7 33
"671" 25 633 0.0116569 0.973815 0.395506 -0.221503 -0.2 18
"41" 2 634 0.490774 0.610113 0.900918 1.01102 1 37
"167" 5 635 0.00691933 0.306803 -0.0670888 -0.414026 -0.4 12
"522" 19 636 0.00815638 0.132357 0.982746 -0.515651 -0.5 8
"922" 34 637 0.963731 0.573254 -0.406251 -0.666032 -0.7 5
"624" 24 638 0.202165 0.222801 -0.796156 -0.764585 -0.8 2
"263" 8 639 0.5735 0.898781 0.298916 0.325226 0.3 24
"832" 31 640 0.620556 0.501576 -0.09594 0.81901 0.8 35
"287" 9 641 0.41101 0.415129 5.53295 0.666351 0.7 32
"177" 6 642 0.939919 0.95642 0.706813 -0.417102 -0.4 13
"344" 10 643 0.234114 0.973001 0.380088 0.234 0.2 22
"804" 30 644 0.910728 0.0108435 -0.175013 -0.701601 -0.6 7
"728" 27 645 0.932948 0.780298 1.09204 -0.735374 -0.7 4
"277" 8 646 0.592011 0.903258 0.00364498 0.262426 0.3 24
"655" 24 647 0.198255 0.259959 1.48673 -0.805919 -0.8 2
"112" 4 648 0.828825 0.236007 -0.420788 0.280878 0.3 23
"867" 32 649 0.401611 0.993857 1.0895 0.257393 0.3 28
"91" 3 650 0.459105 0.0231249 0.850823 1.52945 1.6 39
"278" 8 651 0.604218 0.893135 -0.049106 0.265909 0.3 24
"816" 31 652 0.633176 0.506243 0.661506 0.787141 0.8 35
"387" 12 653 0.74546 0.00615423 0.372602 0.329293 0.3 25
"402" 13 654 0.850308 0.422241 -0.68085 0.0878021 0.1 20
"920" 34 655 0.987122 0.575245 -0.417917 -0.798079 -0.7 5
"492" 18 656 0.0524785 0.761713 -0.806272 -1.05083 -1.1 1
"374" 12 657 0.746194 0.00875631 1.22396 0.327642 0.3 25
"187" 6 658 0.960933 0.974448 -0.778871 -0.373514 -0.4 13
"131" 4 659 0.840926 0.247237 -0.717288 0.259613 0.3 23
"372" 12 660 0.75092 0.0166812 0.219611 0.307745 0.3 25
"812" 31 661 0.63573 0.468755 0.598055 0.783783 0.8 35
"754" 28 662 0.471401 0.796386 0.733066 0.724838 0.7 33
"623" 24 663 0.207825 0.250246 0.756459 -0.868617 -0.8 2
"631" 24 664 0.200966 0.217394 -0.487142 -0.74437 -0.8 2
"798" 30 665 0.89221 0.0199256 -0.622924 -0.560274 -0.6 7
"515" 19 666 0.0216214 0.129055 1.09204 -0.513369 -0.5 8
"659" 25 667 0.0128778 0.982126 0.103911 -0.178646 -0.2 18
"427" 14 668 0.343554 0.242606 -0.45329 -0.193538 -0.2 17
"60" 3 669 0.467988 0.00486524 0.358084 1.65953 1.6 39
"40" 2 670 0.461279 0.614587 -0.251891 0.905066 1 37
"227" 7 671 0.256121 0.00431423 0.876613 0.167867 0.2 21
"468" 16 672 0.273488 0.513021 0.272817 0.424126 0.4 30
"214" 6 673 0.951789 0.972148 0.138875 -0.382034 -0.4 13
"936" 35 674 0.112737 0.805354 0.134958 -0.598315 -0.5 10
"190" 6 675 0.938921 0.975883 1.90978 -0.377678 -0.4 13
"102" 4 676 0.815422 0.233112 0.552883 0.326367 0.3 23
"625" 24 677 0.20121 0.227116 -0.812773 -0.777553 -0.8 2
"539" 20 678 0.8589 0.790054 -0.455303 -0.296933 -0.3 16
"460" 16 679 0.309427 0.507697 0.346186 0.539903 0.4 30
"510" 19 680 0.0135803 0.138048 0.948844 -0.510009 -0.5 8
"409" 13 681 0.848736 0.440354 -0.463551 0.0798634 0.1 20
"146" 5 682 0.013802 0.281116 1.05666 -0.425739 -0.4 12
"361" 11 683 0.0289522 0.48985 1.10057 -0.341558 -0.3 15
"121" 4 684 0.816645 0.22277 -0.118149 0.301503 0.3 23
"450" 15 685 0.340694 0.800454 0.140749 0.290935 0.3 26
"44" 2 686 0.475187 0.618023 -0.364862 0.951144 1 37
"127" 4 687 0.811204 0.239797 1.98424 0.355214 0.3 23
"360" 11 688 0.0400297 0.500799 0.225929 -0.303281 -0.3 15
"663" 25 689 0.0127284 0.979724 0.0427217 -0.190602 -0.2 18
"195" 6 690 0.952548 0.968651 -0.285994 -0.390435 -0.4 13
"598" 22 691 0.980709 0.145386 -0.670454 -0.637135 -0.7 3
"975" 36 692 0.529827 0.293679 0.845872 0.978305 1 38
"135" 4 693 0.81118 0.230043 0.363035 0.336872 0.3 23
"813" 31 694 0.640877 0.498722 -0.436237 0.77069 0.8 35
"396" 12 695 0.737779 0.0146267 0.0705355 0.386215 0.3 25
"142" 5 696 0.00882105 0.323842 0.676923 -0.414661 -0.4 12
"574" 21 697 0.622813 0.107498 -0.722238 0.982334 0.9 36
"701" 26 698 0.751163 0.989833 -0.262851 -0.503771 -0.5 9
"50" 2 699 0.508311 0.608014 1.39169 1.02619 1 37
"799" 30 700 0.871369 0.0214872 -0.238843 -0.427674 -0.6 7
"862" 32 701 0.414931 0.966289 0.204137 0.293322 0.3 28
"245" 7 702 0.253175 0.00100565 1.02297 0.161735 0.2 21
"897" 33 703 0.14905 0.636004 -0.671051 -0.304474 -0.4 14
"423" 14 704 0.340053 0.247358 -0.749499 -0.240738 -0.2 17
"658" 25 705 0.016271 0.973691 -0.76955 -0.212623 -0.2 18
"386" 12 706 0.746061 0.00925576 -0.366962 0.329047 0.3 25
"978" 36 707 0.523368 0.308605 1.73289 0.994516 1 38
"47" 2 708 0.492315 0.595507 -0.367398 1.02578 1 37
"390" 12 709 0.756498 0.00905357 -0.109571 0.26326 0.3 25
"445" 15 710 0.340502 0.800968 0.711987 0.290268 0.3 26
"145" 5 711 0.0108247 0.320777 -0.835232 -0.416305 -0.4 12
"474" 16 712 0.27725 0.519138 0.00905113 0.424953 0.4 30
"552" 20 713 0.849868 0.806378 0.00208112 -0.260086 -0.3 16
"792" 30 714 0.902055 0.00917551 0.124126 -0.652018 -0.6 7
"82" 3 715 0.467006 0.013058 0.474015 1.62258 1.6 39
"755" 28 716 0.465889 0.803606 0.784742 0.689478 0.7 33
"952" 35 717 0.106956 0.808437 0.752708 -0.612755 -0.5 10
"538" 20 718 0.86439 0.790817 0.0131448 -0.328441 -0.3 16
"357" 11 719 0.0367455 0.491704 0.402818 -0.316842 -0.3 15
"807" 30 720 0.882577 0.000106659 0.869976 -0.553728 -0.6 7
"376" 12 721 0.736436 0.000484334 0.565091 0.38087 0.3 25
"638" 24 722 0.226483 0.249573 -0.50196 -0.910177 -0.8 2
"152" 5 723 0.00973261 0.318005 -1.36515 -0.4158 -0.4 12
"212" 6 724 0.950376 0.975884 -0.416049 -0.373471 -0.4 13
"215" 6 725 0.930647 0.982605 0.752708 -0.368999 -0.4 13
"629" 24 726 0.202168 0.221844 -0.544492 -0.761341 -0.8 2
"479" 16 727 0.288461 0.474496 -0.273034 0.373026 0.4 30
"85" 3 728 0.465598 0.0307202 1.56559 1.54778 1.6 39
"174" 5 729 0.0106993 0.331828 -0.102161 -0.414925 -0.4 12
"969" 36 730 0.536152 0.280084 0.40305 0.963258 1 38
"216" 6 731 0.961512 0.973955 -0.44583 -0.374684 -0.4 13
"16" 2 732 0.515239 0.613498 -0.382147 1.00793 1 37
"815" 31 733 0.607142 0.510519 1.03938 0.84785 0.8 35
"46" 2 734 0.506211 0.605823 -0.750432 1.03207 1 37
"681" 25 735 0.0163634 0.982262 -0.51407 -0.171236 -0.2 18
"17" 2 736 0.482875 0.608999 0.791561 0.984366 1 37
"641" 24 737 0.199394 0.252748 1.01665 -0.83896 -0.8 2
"98" 3 738 0.453898 0.0192099 1.97682 1.50692 1.6 39
"702" 26 739 0.756146 0.983417 -0.319896 -0.474419 -0.5 9
"403" 13 740 0.848474 0.432325 -0.762254 0.0876784 0.1 20
"4" 1 741 0.59697 0.736594 1.26144 0.781024 0.8 34
"377" 12 742 0.759601 0.00717432 0.716938 0.241248 0.3 25
"612" 23 743 0.78787 0.734395 0.554027 0.229326 0.3 27
"664" 25 744 0.0155831 0.972762 0.185914 -0.21851 -0.2 18
"619" 24 745 0.200452 0.244499 -0.869135 -0.834585 -0.8 2
"916" 34 746 0.965442 0.5612 -0.355064 -0.652059 -0.7 5
"667" 25 747 0.0107361 0.983003 -0.869135 -0.178518 -0.2 18
"54" 3 748 0.482364 0.0176778 0.0641003 1.71465 1.6 39
"421" 14 749 0.339266 0.240794 -0.00823378 -0.219929 -0.2 17
"805" 30 750 0.892597 0.0150245 0.808751 -0.576285 -0.6 7
"373" 12 751 0.756813 0.00642714 1.54105 0.257878 0.3 25
"431" 14 752 0.344618 0.262077 -0.0265531 -0.173406 -0.2 17
"180" 6 753 0.956264 0.973365 0.119087 -0.377799 -0.4 13
"971" 36 754 0.526237 0.302282 0.736091 0.987337 1 38
"834" 31 755 0.615513 0.485845 0.736091 0.831203 0.8 35
"173" 5 756 0.00577707 0.322432 0.581708 -0.412734 -0.4 12
"810" 31 757 0.61803 0.487022 1.92731 0.82528 0.8 35
"908" 34 758 0.989213 0.571865 -0.491128 -0.802311 -0.7 5
"917" 34 759 0.979504 0.578978 -0.579251 -0.763994 -0.7 5
"651" 24 760 0.202639 0.220486 -1.14499 -0.757493 -0.8 2
"967" 36 761 0.521969 0.280108 0.467999 0.988183 1 38
"767" 28 762 0.458204 0.801319 0.41399 0.670085 0.7 33
"646" 24 763 0.199199 0.23004 0.29376 -0.783748 -0.8 2
"291" 9 764 0.421231 0.416501 0.821849 0.716281 0.7 32
"932" 34 765 0.97997 0.573783 -0.733905 -0.755865 -0.7 5
"204" 6 766 0.94595 0.966535 -0.200717 -0.396045 -0.4 13
"500" 18 767 0.038687 0.746402 0.281631 -1.15993 -1.1 1
"822" 31 768 0.637413 0.486975 0.41601 0.779357 0.8 35
"359" 11 769 0.0319377 0.501539 -0.429418 -0.33208 -0.3 15
"383" 12 770 0.735625 0.00746617 0.281631 0.392693 0.3 25
"605" 23 771 0.780308 0.735932 0.269732 0.280611 0.3 27
"909" 34 772 0.979018 0.580166 1.08434 -0.763754 -0.7 5
"746" 28 773 0.476766 0.803702 0.632895 0.723884 0.7 33
"864" 32 774 0.419083 0.948965 0.786935 0.320464 0.3 28
"796" 30 775 0.898041 0.00475427 -0.606307 -0.639324 -0.6 7
"633" 24 776 0.195575 0.243914 -0.293085 -0.822252 -0.8 2
"899" 33 777 0.135551 0.61056 -0.102914 -0.292971 -0.4 14
"992" 37 778 0.0466639 0.00361703 1.55932 -0.502359 -0.5 11
