id x y phenotype1 envi 
563 0.750053 0.682215 -1.08684 0.404263 
564 0.0501926 0.789767 0.174331 -0.758242 
565 0.0150674 0.779462 -0.201255 -0.85995 
566 0.606986 0.73856 0.261455 0.579161 
567 0.246047 0.00385598 -0.535038 -1.05087 
568 0.36939 0.282682 0.275538 0.317466 
569 0.759196 0.717637 -0.598238 0.36058 
570 0.816351 0.989475 -0.672141 -0.120927 
571 0.799849 0.0134656 1.3943 -0.589453 
572 0.826669 0.984889 -0.00664134 -0.174739 
573 0.172345 0.425845 -0.524709 -0.204497 
574 0.957401 0.877033 -0.0465446 -1.12206 
575 0.0971715 0.190759 0.558689 -0.526528 
576 0.0232746 0.205332 -0.841229 -0.51472 
577 0.0261105 0.201979 0.0181332 -0.518686 
578 0.254219 0.916486 0.300691 0.165375 
579 0.379108 0.364221 -0.124886 0.505106 
580 0.0957966 0.985405 -0.656486 -0.366694 
581 0.467091 0.0456078 0.210624 0.362326 
582 0.981 0.669479 -1.08684 -1.30341 
583 0.808377 0.415188 0.0181332 -0.0891161 
584 0.578434 0.391792 0.120401 0.876877 
585 0.963785 0.735271 -1.58349 -1.44061 
586 0.962315 0.733521 -2.22535 -1.42062 
587 0.817772 0.996955 -0.119332 -0.127333 
588 0.988777 0.447126 0.091404 -0.794597 
589 0.5448 0.840722 -0.403261 0.522577 
590 0.25484 0.446966 0.380292 -0.0395369 
591 0.808319 0.418002 0.22318 -0.0848251 
592 0.833155 0.279615 -0.899549 -0.445255 
593 0.805264 0.00940787 -0.544908 -0.595741 
594 0.957457 0.14182 1.3478 -1.02803 
595 0.552318 0.866366 0.705931 0.493886 
596 0.14768 0.428365 1.03605 -0.236996 
597 0.990934 0.199946 -1.56996 -1.39439 
598 0.375768 0.365775 0.0969576 0.489986 
599 0.927685 0.911432 -0.0756894 -0.844449 
600 0.62736 0.0128731 1.49436 -0.0490074 
601 0.792326 0.257828 -0.968592 -0.204127 
602 0.28539 0.888055 -0.553897 0.13843 
603 0.243319 0.77667 -0.104687 -0.267304 
604 0.82343 0.603959 -1.14017 -0.0973067 
605 0.383194 0.980655 0.182446 0.39357 
606 0.0955051 0.189335 0.591255 -0.52932 
607 0.237212 0.758853 -0.344578 -0.333096 
608 0.146419 0.922551 0.850476 -0.245586 
609 0.663903 0.0081668 -0.198156 -0.21825 
610 0.990493 0.461327 -1.06206 -0.744637 
611 0.989598 0.505063 1.20056 -0.60938 
612 0.0757336 0.985889 -0.0453248 -0.460912 
613 0.683657 0.880007 -0.77473 0.382455 
614 0.840974 0.278279 -0.933645 -0.498981 
615 0.0377815 0.542269 -0.540365 -0.447357 
616 0.940976 0.163934 -0.132864 -1.0222 
617 0.0782622 0.199454 0.328868 -0.51354 
618 0.309147 0.559581 0.574155 0.235335 
619 0.209128 0.459877 -0.392019 -0.112875 
620 0.0974267 0.995601 0.243189 -0.344922 
621 0.983568 0.206996 -0.892974 -1.38067 
622 0.975854 0.443197 0.353642 -0.75577 
623 0.503203 0.0256029 -0.95506 0.50977 
624 0.232319 0.746184 0.116147 -0.36404 
625 0.662191 0.876868 -0.602451 0.401745 
626 0.831772 0.58591 -0.553897 -0.12882 
627 0.958522 0.213398 -2.10711 -1.25681 
628 0.0849432 0.982856 -0.814527 -0.421161 
629 0.225882 0.0323324 -0.841229 -0.948464 
630 0.836678 0.609486 1.22955 -0.180293 
631 0.998849 0.505217 0.701708 -0.642768 
632 0.238532 0.00415093 -1.2807 -1.04102 
633 0.824637 0.975819 -0.153063 -0.166304 
634 0.790714 0.252919 0.946995 -0.198861 
635 0.945232 0.178713 0.390758 -1.08225 
636 0.043517 0.546569 -0.794929 -0.444331 
637 0.418034 0.865405 0.913232 0.362008 
638 0.16864 0.428778 -0.529443 -0.206865 
639 0.845634 0.602522 0.327864 -0.224765 
640 0.989943 0.446384 -0.124886 -0.80243 
641 0.995976 0.441527 1.2212 -0.847523 
642 0.530695 0.854397 -2.00452 0.520634 
643 0.1797 0.982941 -2.53966 0.0242121 
644 0.783962 0.0693995 0.84895 -0.483724 
645 0.989944 0.45672 0.154132 -0.760952 
646 0.931847 0.910051 -0.524899 -0.874101 
647 0.703277 0.892851 -0.124886 0.354589 
648 0.522096 0.174123 0.951539 0.70515 
649 0.0813985 0.191908 -0.016743 -0.526163 
650 0.484928 0.0521438 -0.761198 0.480834 
651 0.169469 0.42227 0.154132 -0.212016 
652 0.237838 0.00466716 -1.80432 -1.03873 
653 0.949393 0.869815 -0.7289 -1.0829 
654 0.968531 0.211396 -1.58349 -1.3093 
655 0.83917 0.277514 -0.95506 -0.488562 
656 0.938188 0.160405 -0.988791 -1.00054 
657 0.00730479 0.76974 -1.06206 -0.884891 
658 0.469672 0.358998 0.648756 0.975947 
659 0.635476 0.390461 -0.892974 0.639033 
660 0.227015 0.453544 -0.95506 -0.0926546 
661 0.961503 0.739165 -2.00008 -1.43578 
662 0.819561 0.995824 0.126276 -0.136384 
663 0.740999 0.710309 -0.553897 0.443154 
664 0.214059 0.476544 0.755127 -0.0851293 
665 0.808201 0.404883 -0.0268403 -0.103019 
666 0.0432937 0.979136 0.215763 -0.619926 
667 0.204603 0.964816 0.648756 0.0964778 
668 0.83901 0.277526 -0.484854 -0.487489 
669 0.0177362 0.779059 -1.78823 -0.853156 
670 0.838768 0.568674 0.51698 -0.147536 
671 0.219841 0.0300943 -0.77473 -0.948479 
672 0.970264 0.215099 -1.58349 -1.33234 
673 0.66056 0.0116977 0.00689057 -0.195208 
674 0.969539 0.729167 -0.672141 -1.46637 
675 0.94769 0.667192 -0.700696 -1.05054 
676 0.37131 0.274427 0.0270896 0.313471 
677 0.990703 0.748779 0.598929 -1.74186 
678 0.462193 0.35484 0.647747 0.928462 
679 0.704233 0.871565 0.692399 0.375529 
680 0.466784 0.360375 0.922221 0.963269 
681 0.00466785 0.776313 -0.988791 -0.888694 
682 0.967551 0.213784 -1.02609 -1.31165 
683 0.0149672 0.194261 -0.520134 -0.53058 
684 0.872388 0.566172 0.210624 -0.311053 
685 0.640279 0.0429401 -0.0911548 -0.0344992 
686 0.988603 0.201043 -1.1598 -1.38584 
687 0.300655 0.129656 0.737814 -0.405903 
688 0.670783 0.880795 -0.251523 0.391383 
689 0.800598 0.254483 0.186575 -0.265264 
690 0.299826 0.104972 0.145144 -0.476859 
691 0.00070322 0.761036 -0.417545 -0.905069 
692 0.00349372 0.768357 -0.787556 -0.895133 
693 0.832932 0.603033 0.426913 -0.151729 
694 0.461918 0.0402819 0.643203 0.321089 
695 0.937802 0.170595 -0.939595 -1.02482 
696 0.166083 0.425323 0.1406 -0.213799 
697 0.0287719 0.840532 0.00689057 -0.782205 
698 0.935583 0.877949 0.844184 -0.96677 
699 0.792543 0.00563155 -0.574096 -0.599954 
700 0.237462 0.000487524 -1.2807 -1.05011 
701 0.499773 0.0251923 -0.316401 0.521331 
702 0.242302 0.777413 -0.222931 -0.267831 
703 0.753507 0.672903 -0.892974 0.36979 
704 0.37985 0.366601 0.51698 0.513072 
705 0.516318 0.165187 0.774979 0.709921 
706 0.159998 0.412944 -1.25785 -0.233781 
707 0.224265 0.0253891 -0.416793 -0.965846 
708 0.965337 0.00347025 -0.0776228 -0.597791 
709 0.948422 0.883055 -0.271485 -1.04477 
710 0.29405 0.161878 -0.290312 -0.355361 
711 0.237846 0.753462 -0.794402 -0.346693 
712 0.809642 0.0784403 -0.209399 -0.521124 
713 0.791624 0.240223 -0.30861 -0.224301 
714 0.641773 0.39721 -0.544908 0.621099 
715 0.217752 0.472217 2.39655 -0.0842542 
716 0.968694 0.00413648 -0.629422 -0.599966 
717 0.537383 0.862227 0.574155 0.508707 
718 0.962788 0.215132 -1.37609 -1.28776 
719 0.996239 0.740065 0.692399 -1.75122 
720 0.383491 0.995143 0.267602 0.406746 
721 0.000127013 0.764721 -0.921529 -0.905035 
722 0.978863 0.72872 0.384836 -1.54579 
723 0.971863 0.0248121 -0.71408 -0.672642 
724 0.257765 0.916069 -0.510263 0.168874 
725 0.629486 0.0420018 0.0833973 0.00863352 
726 0.0244433 0.548666 -0.319531 -0.484108 
727 0.957413 0.653069 -0.8682 -1.06691 
728 0.0736847 0.195085 0.0830578 -0.521664 
729 0.0805851 0.989143 -0.324075 -0.434036 
730 0.963642 0.75466 -0.676685 -1.48612 
731 0.190404 0.966835 -0.510263 0.0370669 
732 0.84095 0.276812 0.803976 -0.501602 
733 0.344681 0.138443 -0.866003 -0.138212 
734 0.224105 0.032478 -0.892974 -0.946288 
735 0.228057 0.0224654 -0.12173 -0.977897 
736 0.00313569 0.772289 -0.77473 -0.894375 
737 0.735936 0.66988 -0.205831 0.420597 
738 0.701763 0.892202 -0.761198 0.356405 
739 0.813986 0.994729 0.40429 -0.108627 
740 0.823525 0.999061 -0.718762 -0.155476 
741 0.371904 0.241386 0.521524 0.255292 
742 0.0181338 0.786172 -0.0753366 -0.848026 
743 0.0200281 0.544894 -0.672141 -0.485475 
744 0.991061 0.49671 0.922221 -0.604309 
745 0.697849 0.891794 -0.848258 0.359806 
746 0.839491 0.274561 -0.705687 -0.496202 
747 0.14185 0.928772 0.776884 -0.252858 
748 0.64471 0.397302 0.380292 0.608959 
749 0.241466 0.756617 0.717174 -0.329152 
750 0.00343255 0.767267 -0.544145 -0.89575 
751 0.0582919 0.991016 0.530512 -0.538356 
752 0.298653 0.602079 -0.55844 0.108892 
753 0.49963 0.157141 -0.193934 0.754041 
754 0.309493 0.601812 0.300691 0.162554 
755 0.0219696 0.186804 -0.968592 -0.53958 
756 0.376376 0.352313 0.574155 0.470532 
757 0.228774 0.748902 0.423134 -0.376046 
758 0.958772 0.722424 -0.794929 -1.34619 
759 0.954328 0.667076 -1.25592 -1.09849 
760 0.292651 0.165587 0.545158 -0.352877 
761 0.0815918 0.986923 -0.0283016 -0.431948 
762 0.297231 0.157384 0.389602 -0.350197 
763 0.980355 0.0043272 1.33233 -0.600528 
764 0.95091 0.746199 -1.41437 -1.36696 
765 0.016139 0.766707 -0.794929 -0.864198 
766 0.943333 0.748377 -1.51241 -1.30555 
767 0.0195544 0.550885 -0.455851 -0.497439 
768 0.710497 0.899829 -0.397346 0.341939 
769 0.019303 0.19658 0.345968 -0.526989 
770 0.806745 0.0157145 -0.672141 -0.588553 
771 0.986946 0.446554 -0.0212867 -0.789243 
772 0.634258 0.0378398 0.135006 -0.0210328 
773 0.990131 0.497807 0.705931 -0.596689 
774 0.833032 0.2754 -0.153888 -0.451955 
775 0.222965 0.0312457 -0.836816 -0.948511 
776 0.619681 0.751367 -0.901739 0.553665 
777 0.988299 0.451192 -0.535038 -0.776386 
778 0.082829 0.203949 -0.892974 -0.504918 
779 0.220253 0.456296 -0.104687 -0.0997242 
780 0.654372 0.0154898 -0.0911548 -0.159375 
781 0.756234 0.72968 -1.47868 0.395348 
782 0.970154 0.855684 0.574476 -1.26993 
783 0.664533 0.00491206 0.510193 -0.228912 
784 0.984112 0.442444 0.569932 -0.793575 
785 0.83146 0.985644 -0.553897 -0.199273 
786 0.0616635 0.984594 0.649841 -0.528766 
787 0.0670908 0.967982 -0.124886 -0.520978 
788 0.48972 0.0236905 -0.0756894 0.45764 
789 0.976444 0.0131419 -0.251108 -0.632707 
790 0.98486 0.202006 -1.56574 -1.3687 
791 0.668668 0.883085 0.0114342 0.390709 
792 0.762698 0.736818 1.04161 0.343549 
793 0.0633428 0.962622 0.984266 -0.543562 
794 0.0130281 0.769206 -0.397667 -0.870675 
795 0.026305 0.543637 -0.120342 -0.471372 
796 0.239697 0.773373 -0.305216 -0.286049 
797 0.310578 0.587352 -0.535038 0.193528 
798 0.230618 0.0328893 -0.77473 -0.95165 
799 0.750121 0.725311 0.545158 0.44462 
800 0.27087 0.586644 0.451688 -0.00443742 
801 0.0237302 0.190946 -1.19966 -0.533897 
802 0.402573 0.850128 -0.314204 0.320274 
803 0.81647 0.39112 -0.535038 -0.163687 
804 0.171552 0.993609 -0.444971 0.00868313 
805 0.381294 0.371696 0.545158 0.529394 
806 0.855161 0.987227 -0.836816 -0.320446 
807 0.681452 0.883025 0.00689057 0.381097 
808 0.849715 0.572338 -0.60265 -0.207303 
809 0.822687 0.39049 -0.403261 -0.195561 
810 0.216124 0.0136777 -0.672141 -0.988695 
811 0.972553 0.748593 0.116147 -1.57445 
812 0.980763 0.440781 0.1406 -0.785867 
813 0.994523 0.678924 -1.38064 -1.44727 
814 0.0842235 0.19985 -0.574096 -0.511863 
815 0.956338 0.232598 -0.642954 -1.30293 
816 0.924883 0.62649 -0.222931 -0.757951 
817 0.845681 0.586443 0.447932 -0.204655 
818 0.987114 0.0318544 -0.540365 -0.709211 
819 0.706799 0.91298 -0.341175 0.331369 
820 0.544568 0.841702 0.426913 0.521863 
821 0.996232 0.449435 -0.030275 -0.816162 
822 0.608343 0.744142 -0.319531 0.570414 
823 0.0909665 0.995433 -0.535038 -0.37633 
824 0.832122 0.2975 -0.436992 -0.40687 
825 0.948699 0.510582 -0.676685 -0.485229 
826 0.475163 0.342208 0.643203 0.97272 
827 0.622163 0.391348 0.345968 0.695223 
828 0.300952 0.608028 -0.00664134 0.110029 
829 0.822687 0.990663 -0.95506 -0.152993 
830 0.957986 0.135861 0.664222 -1.01149 
831 0.232003 0.458365 0.926764 -0.078731 
832 0.605691 0.752569 -0.0621575 0.561756 
833 0.940258 0.165915 -1.08684 -1.02414 
834 0.844245 0.565577 -0.95506 -0.17112 
835 0.0604227 0.966521 0.443709 -0.552766 
836 0.955103 0.216041 -0.100111 -1.24458 
837 0.375792 0.351407 0.655545 0.465922 
838 0.0151357 0.550561 -0.544908 -0.505202 
839 0.0355162 0.814424 0.0560868 -0.779881 
840 0.83064 0.995998 -0.582772 -0.191594 
841 0.988005 0.44958 -0.0020977 -0.781598 
842 0.223317 0.0247434 -0.77473 -0.966615 
843 0.0394957 0.78406 -0.270781 -0.792028 
844 0.166065 0.423321 0.0270896 -0.215736 
845 0.300006 0.115946 1.51913 -0.44636 
846 0.218562 0.477012 0.794988 -0.0770734 
847 0.843198 0.999253 0.735439 -0.252413 
848 0.0880505 0.190478 -0.663153 -0.527976 
849 0.836692 0.570223 -0.663274 -0.138789 
850 0.226388 0.452729 -0.369353 -0.0946503 
851 0.998528 0.445237 -0.132864 -0.84301 
852 0.993151 0.439603 0.549701 -0.84335 
853 0.753751 0.722242 0.244199 0.410617 
854 0.311474 0.603219 0.692399 0.16977 
855 0.986368 0.00166013 0.163441 -0.590002 
856 0.222715 0.456121 0.55983 -0.0961011 
857 0.991225 0.514345 -0.0663802 -0.658213 
858 0.989703 0.462412 -0.892974 -0.737153 
859 0.079733 0.984208 -0.186972 -0.444017 
860 0.961209 0.229575 -0.222931 -1.32475 
861 0.638241 0.395665 0.790444 0.633946 
862 0.365506 0.366558 0.426913 0.436762 
863 0.546167 0.869374 0.398736 0.495751 
864 0.244918 0.767407 -0.524709 -0.289807 
865 0.807099 0.409325 0.80871 -0.0914932 
866 0.545917 0.866506 1.04501 0.498523 
867 0.985086 0.449301 0.877264 -0.770649 
868 0.546587 0.72726 -0.328619 0.656998 
869 0.773927 0.0724645 -1.08684 -0.458813 
870 0.949386 0.180327 0.0777307 -1.10744 
871 0.524849 0.864857 -1.58349 0.515667 
872 0.298985 0.10139 -0.761198 -0.491295 
873 0.993146 0.532096 -0.734227 -0.748617 
874 0.465387 0.349179 0.667945 0.934588 
875 0.411868 0.853292 -0.680906 0.343387 
876 0.367349 0.273319 0.476109 0.291457 
877 0.956478 0.663059 -0.510263 -1.09874 
878 0.0953864 0.985728 -0.451308 -0.368193 
879 0.0930673 0.203889 0.460644 -0.503024 
880 0.0826037 0.973471 -0.319531 -0.443692 
881 0.791949 0.0142854 1.3478 -0.58616 
882 0.370546 0.255609 -0.00664134 0.278131 
883 0.621077 0.0147757 0.158676 -0.0175782 
884 0.0468698 0.542521 -0.730014 -0.430777 
885 0.976184 0.227696 -1.35367 -1.41357 
886 0.742894 0.727343 0.888811 0.454904 
887 0.051085 0.980185 1.20056 -0.582662 
888 0.143629 0.422686 0.790765 -0.247522 
889 0.462306 0.35871 0.579708 0.936384 
890 0.372739 0.363508 0.790444 0.470093 
891 0.22635 0.475626 0.877264 -0.0658573 
892 0.772459 0.0772138 -1.08684 -0.445795 
893 0.317416 0.111425 1.33233 -0.359812 
894 0.966282 0.753634 -2.00906 -1.51295 
895 0.641299 0.395381 -0.665056 0.62088 
896 0.315265 0.123951 1.06878 -0.339235 
897 0.978239 0.660069 -1.58349 -1.24228 
898 0.0192232 0.544886 -0.517937 -0.486973 
899 0.84748 0.307561 -1.08684 -0.483524 
900 0.948943 0.185302 0.768659 -1.11948 
901 0.847321 0.984941 -0.968592 -0.281598 
902 0.362544 0.271581 0.0980426 0.264128 
903 0.956081 0.211599 -0.77473 -1.23681 
904 0.986207 0.205443 -0.676685 -1.38974 
905 0.826536 0.588577 -0.258123 -0.10272 
906 0.212524 0.966378 -0.72547 0.136223 
907 0.961922 0.732849 -1.08684 -1.41449 
908 0.629023 0.00394704 1.06878 -0.0766467 
909 0.951138 0.722796 -1.14888 -1.28215 
910 0.51613 0.1756 0.451688 0.729715 
911 0.837326 0.986118 1.00904 -0.229345 
912 0.954646 0.853864 0.794988 -1.15974 
913 0.0027635 0.761618 0.432467 -0.89979 
914 0.239266 0.0381289 0.549701 -0.945377 
915 0.974871 0.666699 -1.70628 -1.24656 
916 0.303427 0.594183 1.49436 0.145922 
917 0.261417 0.921358 -0.341175 0.188291 
918 0.230902 0.445775 0.0969576 -0.0966146 
919 0.198194 0.0116433 -0.656486 -0.973637 
920 0.95964 0.72839 -1.08684 -1.37695 
921 0.762157 0.068415 -1.08684 -0.446003 
922 0.306051 0.113495 2.08753 -0.418731 
923 0.0171482 0.541036 -0.324075 -0.483736 
924 0.94297 0.857094 0.380292 -1.06573 
925 0.953626 0.71481 -0.642954 -1.27337 
926 0.633194 0.0117544 0.45009 -0.076781 
927 0.260931 0.91282 0.460644 0.164087 
928 0.268814 0.920578 0.426913 0.195432 
929 0.287649 0.587413 -0.0911548 0.0785069 
930 0.299527 0.587408 -0.770154 0.138048 
931 0.802257 0.0648474 -0.553897 -0.5233 
932 0.591907 0.751377 0.692399 0.571975 
933 0.0205182 0.543816 -0.446863 -0.482564 
934 0.977969 0.743871 0.574155 -1.60367 
935 0.92202 0.630665 -0.553897 -0.752471 
936 0.802526 0.405264 0.00689057 -0.0754619 
937 0.0133859 0.198069 0.449189 -0.525956 
938 0.976277 0.665735 -0.988791 -1.25265 
939 0.950497 0.664022 0.407315 -1.05927 
940 0.993663 0.429798 -0.344578 -0.885409 
941 0.467182 0.360389 0.888811 0.965407 
942 0.0339332 0.552396 -0.411199 -0.472966 
943 0.512871 0.162702 0.549701 0.718148 
944 0.976737 0.00930345 0.6533 -0.618747 
945 0.969098 0.66429 -2.2299 -1.1946 
946 0.73565 0.676123 0.0969576 0.425635 
947 0.0116126 0.771078 -0.00108771 -0.873301 
948 0.984392 0.448899 -0.672141 -0.769363 
949 0.997771 0.0253468 -0.55844 -0.689782 
950 0.92643 0.910303 -0.745733 -0.838602 
951 0.757867 0.71802 -0.209399 0.372117 
952 0.800357 0.240862 -0.397667 -0.281867 
953 0.215395 0.963665 -0.578639 0.142236 
954 0.842293 0.280306 -0.870547 -0.503759 
955 0.0741491 0.188573 -0.19596 -0.532612 
956 0.550808 0.726936 -0.324075 0.653396 
957 0.169912 0.426699 0.116147 -0.207085 
958 0.247176 0.914993 0.619569 0.144115 
959 0.208535 0.965776 -0.794929 0.116638 
960 0.215691 0.970713 -0.436992 0.161766 
961 0.263605 0.913022 0.3424 0.168308 
962 0.240093 0.00557142 -1.51241 -1.03885 
963 0.0885336 0.999481 -0.222526 -0.382851 
964 0.72553 0.668661 0.460644 0.440389 
965 0.465922 0.360327 1.14305 0.958613 
966 0.00427426 0.76827 -0.77473 -0.893204 
967 0.536192 0.860344 0.667977 0.511273 
968 0.986273 0.439745 0.85249 -0.813413 
969 0.862135 0.985686 -0.597124 -0.357611 
970 0.0334691 0.825964 0.146154 -0.777568 
971 0.806954 0.41882 0.578888 -0.077424 
972 0.996598 0.744733 1.09424 -1.7767 
973 0.96869 0.721552 -0.553897 -1.42759 
974 0.254626 0.914864 0.148538 0.16127 
975 0.742305 0.713336 -0.921529 0.443947 
976 0.240912 0.0428433 1.17137 -0.933509 
977 0.307477 0.108313 1.02954 -0.424403 
978 0.54431 0.869587 0.545158 0.496946 
979 0.983089 0.518206 -0.237576 -0.644951 
980 0.384684 0.368784 -0.00664134 0.542488 
981 0.284847 0.578746 -0.638378 0.0782433 
982 0.960194 0.513976 -0.544908 -0.540578 
983 0.0150048 0.543895 0.00689057 -0.49306 
984 0.971814 0.211168 -1.24693 -1.32778 
985 0.0885877 0.193589 -0.132864 -0.522348 
986 0.760509 0.722329 -0.237576 0.352789 
987 0.229913 0.000138566 -1.08684 -1.04185 
988 0.960073 0.238008 -2.00906 -1.34432 
989 0.806338 0.246988 -0.011416 -0.314743 
990 0.656549 0.00135337 -0.520134 -0.202736 
991 0.932156 0.173808 -0.502472 -1.00588 
992 0.45711 0.370735 0.00689057 0.931487 
993 0.0725338 0.982729 -0.27626 -0.479607 
994 0.0228 0.545517 -0.716482 -0.481412 
995 0.732139 0.6669 0.530512 0.426099 
996 0.827099 0.996928 0.25407 -0.173685 
997 0.298506 0.107989 -0.836816 -0.476258 
998 0.993047 0.509946 -0.00550043 -0.644427 
999 0.824934 0.986938 -0.504637 -0.165277 

